reaction_id,temperature_value,temperature_units,REAGENT_0_SMILES,REAGENT_0_Mole_Value,REAGENT_0_Mole_Units,CATALYST_0_SMILES,CATALYST_0_Mole_Value,CATALYST_0_Mole_Units,SOLVENT_0_SMILES,SOLVENT_0_Volume_Value,SOLVENT_0_Volume_Units,CATALYST_1_SMILES,CATALYST_1_Mole_Value,CATALYST_1_Mole_Units,REACTANT_0_SMILES,REACTANT_0_Mole_Value,REACTANT_0_Mole_Units,REACTANT_1_SMILES,REACTANT_1_Mole_Value,REACTANT_1_Mole_Units,INTERNAL_STANDARD_0_SMILES,INTERNAL_STANDARD_0_Mole_Value,INTERNAL_STANDARD_0_Mole_Units,Product_0_SMILES,Product_0_Yield_Percent,Product_1_SMILES
ord-6289c9e7084146b3a32a85ef5a3810a5,105,CELSIUS,O=C([O-])C(C)(C)C.[K+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CC1=CC=C(C)C=C1,150,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,1.03,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-ab12916aa6bd4253accd3f21ab2bb411,105,CELSIUS,O=C([O-])C(C)(C)C.[K+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CC(N(C)C)=O,150,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,4.86,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-3266817ab2e641eba23f5651a550459e,105,CELSIUS,O=C([O-])C(C)(C)C.[K+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CCCC#N,150,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,0.93,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-a56736358ce241b98277e75162a9fe35,105,CELSIUS,O=C([O-])C(C)(C)C.[K+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CCCCOC(C)=O,150,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,0,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-8531b7b2702243d2ac09fd78fb3abd09,105,CELSIUS,O=C([O-])C(C)(C)C.[K+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CC1=CC=C(C)C=C1,150,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,0.47,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-2205c720434b4fd591eb85fab4cbb250,105,CELSIUS,O=C([O-])C.[Cs+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CC(N(C)C)=O,150,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,50.33,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-3cd49e8eef8a46c59c7fc431a49f5df6,105,CELSIUS,O=C([O-])C.[Cs+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CCCC#N,150,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,5.68,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-5d67e62503f846a3b21bfb13f1d72378,105,CELSIUS,O=C([O-])C.[Cs+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CCCCOC(C)=O,150,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,2.35,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-39e035177e254a468eddad4c95e14aa1,105,CELSIUS,O=C([O-])C.[Cs+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CC1=CC=C(C)C=C1,150,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,2.68,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-7c99e5561aa44a22bb8b09c5b67d5c9f,105,CELSIUS,O=C([O-])C.[Cs+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CC(N(C)C)=O,150,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,8.71,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-d946bd161a3548f89333540c1e9acdee,105,CELSIUS,O=C([O-])C.[Cs+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CCCC#N,150,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,1.38,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-63d701f34c584872a4882d345ed20bd0,105,CELSIUS,O=C([O-])C.[Cs+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CCCCOC(C)=O,150,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,0,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-a7d25e3e915c4dd390b91143b344e076,105,CELSIUS,O=C([O-])C.[Cs+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CC1=CC=C(C)C=C1,150,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,1.07,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-c9631c1699f34714a2dfba99b907113a,105,CELSIUS,O=C([O-])C.[K+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CC(N(C)C)=O,150,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,29.4,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-b02727c6504b4b858da4a6cf20caf1ff,105,CELSIUS,O=C([O-])C.[K+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CCCC#N,150,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,5.73,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-488285165ccb4617bc0bc465a496923c,105,CELSIUS,O=C([O-])C.[K+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CCCCOC(C)=O,150,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,2.4,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-5c39665772fb437bb6e611005894ce13,105,CELSIUS,O=C([O-])C.[K+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CC1=CC=C(C)C=C1,150,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,1.71,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-07b56a82235f41a7a6a51cc534938c77,105,CELSIUS,O=C([O-])C.[K+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CC(N(C)C)=O,150,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,5.18,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-55d98ae6f68b428480f16c5a0d93b297,105,CELSIUS,O=C([O-])C.[K+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CCCC#N,150,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,1.66,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-4dd0d5aca697471991710f56f8f0b255,105,CELSIUS,O=C([O-])C.[K+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CCCCOC(C)=O,150,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,1.68,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-2b14c081cda945afbe23f4824bf8717e,105,CELSIUS,O=C([O-])C.[K+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CC1=CC=C(C)C=C1,150,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,1.45,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-81f3a2cf01094bd1af1e94f2cadc0e37,105,CELSIUS,O=C([O-])C(C)(C)C.[Cs+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CC(N(C)C)=O,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,22.06,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-a6f41d88f35a4954829f63336937db23,105,CELSIUS,O=C([O-])C(C)(C)C.[Cs+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CCCC#N,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,2.79,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-e6c7980d5c28499b8cb5c46901fbdd46,105,CELSIUS,O=C([O-])C(C)(C)C.[Cs+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CCCCOC(C)=O,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,0,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-5b3d6ced5d304726b02dab0e8083d4d9,105,CELSIUS,O=C([O-])C(C)(C)C.[Cs+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CC1=CC=C(C)C=C1,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,1.49,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-9373060d1db542a48343006d69692e27,105,CELSIUS,O=C([O-])C(C)(C)C.[Cs+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CC(N(C)C)=O,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,2.09,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-89d29e0e415f4158a7bf91ece97cbad3,105,CELSIUS,O=C([O-])C(C)(C)C.[Cs+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CCCC#N,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,0,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-6ed69f672d9c42f6bd09b18a7095ca87,105,CELSIUS,O=C([O-])C(C)(C)C.[Cs+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CCCCOC(C)=O,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,0,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-3ce5dc6cc89c4edeb8fc7161626d4478,105,CELSIUS,O=C([O-])C(C)(C)C.[Cs+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CC1=CC=C(C)C=C1,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,0.2,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-10121c97f5f6478eb4f2bef89973cff7,105,CELSIUS,O=C([O-])C(C)(C)C.[K+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CC(N(C)C)=O,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,26.06,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-e01940adaa1a4e73a0aa0b976fd78999,105,CELSIUS,O=C([O-])C(C)(C)C.[K+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CCCC#N,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,2.19,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-764d9612145449c38f02f5f556566781,105,CELSIUS,O=C([O-])C(C)(C)C.[K+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CCCCOC(C)=O,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,1.79,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-33e6c2c86ea34ca7a37cc7a6ab85e705,105,CELSIUS,O=C([O-])C(C)(C)C.[K+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CC1=CC=C(C)C=C1,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,0,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-23ac438249604ec38a7717c452ecbf42,105,CELSIUS,O=C([O-])C(C)(C)C.[K+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CC(N(C)C)=O,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,3.59,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-f55e622c6a50466d98376ba3859f25f2,105,CELSIUS,O=C([O-])C(C)(C)C.[K+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CCCC#N,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,3.09,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-cdf7597e119b48ecb4de81dbb5f6febe,105,CELSIUS,O=C([O-])C(C)(C)C.[K+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CCCCOC(C)=O,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,0.4,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
